er,year,month,day,prcp,temp,dayl,humidity,srad,wind,Q
,2000,1,1,0,1,0.399388,71,0,2.5,3
,2000,1,2,0,1.4,0.399761,62,61,2.8,3.27
,2000,1,3,0,-0.9,0.400169,60,0,3,3.54
,2000,1,4,0,-0.9,0.40061,67,0,3.5,3.81
,2000,1,5,0,-0.5,0.401084,74,0,4,4.08
,2000,1,6,0,-1.6,0.401591,71,52,1.5,4.35
,2000,1,7,0,-5,0.40213,49,31,3.3,4.62
,2000,1,8,0,-4,0.402701,61,52,2,4.89
,2000,1,9,0,-1.5,0.403304,68,0,2.3,5.16
,2000,1,10,0.7,-1.8,0.403939,81,0,3.3,5.43
,2000,1,11,8.1,-2.5,0.404604,87,0,4,5.7
,2000,1,12,3.3,-3.3,0.4053,84,0,1.5,8.33
,2000,1,13,1.65,-3.6,0.406025,81,0,2.3,10.96
,2000,1,14,0,-5.2,0.406781,78,49,1.3,13.59
,2000,1,15,6,-4,0.407565,88,0,1.5,16.22
,2000,1,16,0.5,-3.1,0.408378,81,0,2.3,18.85
,2000,1,17,0,-4.4,0.409219,83,0,2,21.48
,2000,1,18,0,-4.9,0.410088,81,67,1.8,24.11
,2000,1,19,0,-4.5,0.410983,57,90,1.8,26.74
,2000,1,20,0,-6.1,0.411906,69,76,2.5,29.37
,2000,1,21,0.6,-6.6,0.412854,77,0,1.5,32
,2000,1,22,0.35,-5.1,0.413828,87,0,2,31.090909
,2000,1,23,0.1,-5.2,0.414827,97,0,2,30.181818
,2000,1,24,0.05,-6.2,0.415851,73,0,3.8,29.272727
,2000,1,25,0,-7.1,0.416898,53,71,2.3,28.363636
,2000,1,26,0,-6.2,0.417969,57,82,1.8,27.454545
,2000,1,27,0,-4.8,0.419062,60,85,2.5,26.545455
,2000,1,28,0,-2.7,0.420178,62,76,3,25.636364
,2000,1,29,0,-2.8,0.421316,67,74,2,24.727273
,2000,1,30,0,-4.4,0.422475,43,86,1.8,23.818182
,2000,1,31,0,-6.3,0.423654,46,57,2,22.909091
,2000,2,1,0,-5.7,0.424854,54,69,3.3,22
,2000,2,2,0,-4.5,0.426073,74,0,0.8,21.55
,2000,2,3,0,-3,0.427311,66,60,2,21.1
,2000,2,4,0,-2.3,0.428567,79,0,1.8,20.65
,2000,2,5,0,1,0.429842,82,21,2.8,20.2
,2000,2,6,0,-2.8,0.431134,96,0,2,19.75
,2000,2,7,0,-0.2,0.432442,71,80,2.8,19.3
,2000,2,8,0,-2.3,0.433767,47,90,2.8,18.85
,2000,2,9,0,-0.8,0.435108,54,60,3.8,18.4
,2000,2,10,0,0.4,0.436465,72,61,1.8,17.95
,2000,2,11,0,2,0.437836,74,64,2.3,17.5
,2000,2,12,0,4.1,0.439222,77,59,2,17.25
,2000,2,13,0,1.3,0.440621,79,0,3,17
,2000,2,14,0,1.2,0.442034,73,68,2.3,16.75
,2000,2,15,0,0.4,0.44346,48,88,1.8,16.5
,2000,2,16,0,2.3,0.444898,53,84,2.8,16.25
,2000,2,17,0,2,0.446348,65,55,2.3,16
,2000,2,18,0,2.4,0.44781,54,0,3.5,15.75
,2000,2,19,0.7,0.5,0.449283,81,0,2.5,15.5
,2000,2,20,0,3.3,0.450766,52,66,2.3,15.25
,2000,2,21,0,3.4,0.45226,57,56,3,15
,2000,2,22,0,5.7,0.453763,66,52,4.8,13.5
,2000,2,23,0,3.9,0.455276,61,0,3.5,12
,2000,2,24,0,3.1,0.456798,56,0,1.8,10.5
,2000,2,25,0.9,4.8,0.458329,54,84,4,9
,2000,2,26,0,6.3,0.459868,36,95,2.3,7.5
,2000,2,27,0,7.9,0.461414,34,97,2.5,6
,2000,2,28,0,3.9,0.462968,54,91,3.5,4.5
,2000,2,29,0,5.9,0.46453,55,90,3.3,3
,2000,3,1,0,9.5,0.466098,50,81,4.8,1.5
,2000,3,2,0,10,0.467672,43,84,4,1.5
,2000,3,3,0,11,0.469252,49,72,3,1.5
,2000,3,4,0,9,0.470838,39,64,3.3,1.5
,2000,3,5,0,10.2,0.47243,41,82,1,1.5
,2000,3,6,0,8.3,0.474026,34,95,2.5,1.5
,2000,3,7,0,6.9,0.475627,36,95,3.8,1.5
,2000,3,8,0,7.1,0.477233,39,93,2,1.5
,2000,3,9,0,8.6,0.478842,43,86,1.5,1.5
,2000,3,10,0,9.1,0.480455,48,80,2.5,1.5
,2000,3,11,0,8.6,0.482072,60,63,4,1.5
,2000,3,12,0,8.5,0.483692,69,72,3.3,1.738095
,2000,3,13,0,9.9,0.485315,72,55,3.3,1.97619
,2000,3,14,0,10.6,0.48694,69,26,2.3,2.214286
,2000,3,15,0,11.7,0.488568,50,81,2.5,2.452381
,2000,3,16,0,11.3,0.490197,53,92,3,2.690476
,2000,3,17,0,12.7,0.491828,48,100,3,2.928571
,2000,3,18,0,14.5,0.493461,39,90,3.5,3.166667
,2000,3,19,0,8.9,0.495095,38,103,3.5,3.404762
,2000,3,20,0,9.7,0.496729,43,54,5,3.642857
,2000,3,21,0,9.2,0.498365,57,58,3.5,3.880952
,2000,3,22,0,8.7,0.5,70,21,2,4.119048
,2000,3,23,0,12.1,0.501635,25,97,3.5,4.357143
,2000,3,24,0,11.1,0.503271,33,100,2.3,4.595238
,2000,3,25,0,14.2,0.504905,35,96,2.8,4.833333
,2000,3,26,0,17.1,0.506539,23,104,2.3,5.071429
,2000,3,27,0,18.7,0.508172,18,101,5.5,5.309524
,2000,3,28,0,14,0.509803,23,107,3.5,5.547619
,2000,3,29,0,13.2,0.511432,40,108,3,5.785714
,2000,3,30,0,15.8,0.51306,50,96,3.5,6.02381
,2000,3,31,0,16.7,0.514685,43,82,3,6.261905
,2000,4,1,16.2,11.3,0.516308,75,0,2.5,6.5
,2000,4,2,2.5,10.4,0.517928,76,70,2.5,6.428571
,2000,4,3,0,13.5,0.519545,72,87,5.3,6.357143
,2000,4,4,0,13.5,0.521158,67,78,3.8,6.285714
,2000,4,5,0,11.2,0.522767,36,111,3.5,6.214286
,2000,4,6,0,15.7,0.524373,47,103,3.8,6.142857
,2000,4,7,0,14.9,0.525974,27,106,3.3,6.071429
,2000,4,8,0,15.4,0.52757,48,82,5.3,6
,2000,4,9,0,16,0.529162,49,91,5.5,5.928571
,2000,4,10,0,11.5,0.530748,32,107,3.8,5.857143
,2000,4,11,0,13.6,0.532328,51,111,4,5.785714
,2000,4,12,0,21.5,0.533902,38,104,2.5,5.714286
,2000,4,13,0,16.1,0.53547,49,68,4.8,5.642857
,2000,4,14,2.3,10.5,0.537032,61,6,3.5,5.571429
,2000,4,15,0,13.3,0.538586,57,110,2,5.5
,2000,4,16,0,17,0.540132,44,116,3,5.428571
,2000,4,17,0,19,0.541671,54,112,2.8,5.357143
,2000,4,18,1.3,17.9,0.543202,76,35,3.3,5.285714
,2000,4,19,2.9,18.7,0.544724,81,83,4.5,5.214286
,2000,4,20,4.5,19.7,0.546237,50,64,3.3,5.142857
,2000,4,21,0,23,0.54774,32,110,2.5,5.071429
,2000,4,22,0,18.7,0.549234,38,116,2.5,5
,2000,4,23,0,17.6,0.550717,45,109,2.3,4.928571
,2000,4,24,0,18.6,0.55219,64,52,1,4.857143
,2000,4,25,0,20.9,0.553652,47,37,3.3,4.785714
,2000,4,26,0,18.6,0.555102,35,110,2,4.714286
,2000,4,27,0,19.4,0.55654,46,104,3.3,4.642857
,2000,4,28,0,21,0.557966,52,106,4.5,4.571429
,2000,4,29,0,20.2,0.559379,49,62,3,4.5
,2000,4,30,0,22.4,0.560778,35,115,3.5,4.428571
,2000,5,1,0,24.4,0.562164,35,116,2.3,4.357143
,2000,5,2,0,20.2,0.563535,57,104,3.8,4.285714
,2000,5,3,0,24.3,0.564892,51,102,3.3,4.214286
,2000,5,4,0,25.5,0.566233,51,111,3.8,4.142857
,2000,5,5,0,21,0.567558,57,57,6,4.071429
,2000,5,6,0,18.9,0.568866,47,111,2.5,4
,2000,5,7,0,20.8,0.570158,44,121,3.3,3.928571
,2000,5,8,3.6,19.5,0.571433,67,0,3.3,3.857143
,2000,5,9,7.2,17.6,0.572689,83,59,3.5,3.785714
,2000,5,10,0,18.1,0.573927,63,115,2,3.714286
,2000,5,11,0,17.9,0.575146,61,43,3.5,3.642857
,2000,5,12,0,16.9,0.576346,74,98,2.5,3.571429
,2000,5,13,0,19.1,0.577525,61,114,3.3,3.5
,2000,5,14,0,18.7,0.578684,76,35,4.5,3.428571
,2000,5,15,0,18,0.579822,84,0,3.3,3.357143
,2000,5,16,0,20.4,0.580938,69,95,1.3,3.285714
,2000,5,17,0.2,23.1,0.582031,66,83,4.8,3.214286
,2000,5,18,0,25.2,0.583102,28,118,2.8,3.142857
,2000,5,19,0,24,0.584149,38,120,2.3,3.071429
,2000,5,20,0,26.8,0.585173,34,120,4.8,3
,2000,5,21,0,25.8,0.586172,61,114,2.3,2.928571
,2000,5,22,0,24.3,0.587146,60,112,2.8,2.857143
,2000,5,23,0,26.4,0.588094,57,110,2.8,2.785714
,2000,5,24,0,28.3,0.589017,53,103,3.5,2.714286
,2000,5,25,0,26.2,0.589912,66,66,2.5,2.642857
,2000,5,26,0.15,21.1,0.590781,83,0,2.5,2.571429
,2000,5,27,0.3,21,0.591622,71,49,2.8,2.5
,2000,5,28,0,25,0.592435,53,64,2,2.428571
,2000,5,29,0,22.6,0.593219,50,42,5,2.357143
,2000,5,30,0,23.2,0.593975,60,113,4.5,2.285714
,2000,5,31,0,25.8,0.5947,68,76,2.3,2.214286
,2000,6,1,0,24.7,0.595396,74,0,5,2.142857
,2000,6,2,0.05,22.8,0.596061,72,0,5.3,2.071429
,2000,6,3,0.1,21.4,0.596696,71,0,2.8,2
,2000,6,4,0.2,22.3,0.597299,65,23,2,1.928571
,2000,6,5,0,25.4,0.59787,61,92,2.3,1.857143
,2000,6,6,0,28.2,0.598409,51,106,4.5,1.785714
,2000,6,7,0,26.7,0.598916,56,48,4.8,1.714286
,2000,6,8,0,30.1,0.59939,44,126,2.3,1.642857
,2000,6,9,0,23.9,0.599831,59,101,5,1.571429
,2000,6,10,2.366667,25.4,0.600239,42,91,2,1.5
,2000,6,11,4.733333,28.9,0.600612,42,90,1.3,1.428571
,2000,6,12,7.1,25.2,0.600952,50,119,3.5,1.357143
,2000,6,13,0,28.1,0.601258,37,112,2,1.285714
,2000,6,14,0,28.6,0.601529,42,81,4.5,1.214286
,2000,6,15,0,27.8,0.601766,56,66,4.8,1.142857
,2000,6,16,0,26.3,0.601968,63,47,2,1.071429
,2000,6,17,0,27.3,0.602135,57,81,2.3,1
,2000,6,18,0,28.4,0.602267,49,95,1.5,0.928571
,2000,6,19,0,30,0.602364,45,31,1.5,0.857143
,2000,6,20,0,29.1,0.602426,53,20,2,0.785714
,2000,6,21,4.55,27.1,0.602452,64,40,2.3,0.714286
,2000,6,22,9.1,22.8,0.602443,94,14,2,0.642857
,2000,6,23,0,26.3,0.602399,78,109,2,0.571429
,2000,6,24,0,28.7,0.60232,69,87,3,0.5
,2000,6,25,0,23.1,0.602205,83,0,4.3,0.428571
,2000,6,26,1.766667,26,0.602056,69,11,2.8,0.357143
,2000,6,27,3.533333,28.8,0.601871,67,87,2.5,0.285714
,2000,6,28,5.3,25.9,0.601652,82,0,3.8,0.214286
,2000,6,29,0,26.9,0.601398,73,106,3.8,0.142857
,2000,6,30,0,30.7,0.60111,55,113,3,0.071429
,2000,7,1,0,33.6,0.600787,43,120,2.3,0
,2000,7,2,0,30.9,0.60043,63,106,4,35
,2000,7,3,1.9,27.2,0.600039,72,63,3.3,70
,2000,7,4,56.6,23.6,0.599615,96,0,1.8,105
,2000,7,5,221.4,23.1,0.599157,100,0,2.5,140
,2000,7,6,59.4,23.6,0.598667,94,0,2.8,175
,2000,7,7,17.3,25.9,0.598144,84,13,1.3,515
,2000,7,8,0,27.7,0.597588,77,68,2.3,470
,2000,7,9,0.2,27.4,0.597001,76,45,2,394
,2000,7,10,0,27.6,0.596382,73,18,1.8,305
,2000,7,11,0,28.5,0.595733,62,90,3,234
,2000,7,12,0,29.3,0.595052,63,82,3.3,192
,2000,7,13,3.6,26.3,0.594341,82,68,2.3,150
,2000,7,14,1.5,26.5,0.593601,87,0,2,116
,2000,7,15,51.9,24.1,0.592831,93,8,2.5,107
,2000,7,16,15.8,25.6,0.592032,94,0,1.5,113
,2000,7,17,0.8,27,0.591205,88,28,2.5,144
,2000,7,18,0.5,28.3,0.59035,82,27,0.8,165
,2000,7,19,0,28.2,0.589468,81,55,2.5,152
,2000,7,20,0,29.7,0.588559,77,106,1.8,130
,2000,7,21,0,30.1,0.587623,80,104,5.3,141
,2000,7,22,6.5,27.9,0.586662,92,0,2,141
,2000,7,23,0,29.2,0.585675,75,121,1,112
,2000,7,24,0,29.8,0.584664,68,111,1.3,98
,2000,7,25,0,30.5,0.583629,69,51,2.5,77
,2000,7,26,0,30.4,0.58257,78,70,4.8,71
,2000,7,27,0,30.4,0.581487,82,59,5,68
,2000,7,28,33.6,28,0.580382,83,18,2.8,75
,2000,7,29,16.8,28.1,0.579256,71,63,1.8,200
,2000,7,30,0,27.7,0.578107,51,122,2.3,140
,2000,7,31,0,28.5,0.576938,63,118,2.8,106
,2000,8,1,0,28.7,0.575749,73,100,2.5,89
,2000,8,2,0,28.1,0.574539,73,64,2.8,78
,2000,8,3,0,25.6,0.573311,80,37,2.8,70
,2000,8,4,1.5,24.7,0.572063,88,0,1.8,60
,2000,8,5,5.5,22.7,0.570798,87,8,2.3,50
,2000,8,6,0.8,23,0.569515,88,0,1,52
,2000,8,7,0,23.9,0.568214,86,0,0.8,66
,2000,8,8,0,26.6,0.566897,86,0,2,80
,2000,8,9,0,28.1,0.565564,84,33,1.8,86
,2000,8,10,0,28.5,0.564215,83,70,2.5,76
,2000,8,11,0,29.4,0.562851,84,66,2,72
,2000,8,12,0,27.9,0.561473,84,68,3.5,64
,2000,8,13,0,27.5,0.56008,76,86,2.8,60
,2000,8,14,0,29.1,0.558674,77,96,1.5,55
,2000,8,15,0,29.3,0.557255,76,32,2,56
,2000,8,16,0,29.3,0.555823,71,111,1.8,53
,2000,8,17,0,28.4,0.554379,79,26,1.5,53
,2000,8,18,1.9,26,0.552923,88,0,3,49
,2000,8,19,0,25.9,0.551455,82,79,3,49
,2000,8,20,0,25.4,0.549977,71,102,2.3,46
,2000,8,21,0,25.8,0.548488,67,64,2.5,44
,2000,8,22,0.3,25.4,0.54699,75,0,3.5,40
,2000,8,23,0.1,26,0.545481,79,104,2.5,38
,2000,8,24,0,26.9,0.543964,77,115,1.8,36
,2000,8,25,0,27.2,0.542438,69,107,2.3,33
,2000,8,26,0,26.5,0.540903,70,81,1.5,26
,2000,8,27,0,26.7,0.53936,68,114,2.3,28
,2000,8,28,0,26.3,0.53781,74,44,2.8,27
,2000,8,29,0,25.4,0.536252,72,79,2.8,24
,2000,8,30,0,25.7,0.534687,77,64,2.8,24
,2000,8,31,0,25.2,0.533116,78,77,3.5,25
,2000,9,1,0,26.6,0.531539,74,82,3,24
,2000,9,2,0,27.1,0.529956,74,83,1.8,22
,2000,9,3,0,27.4,0.528367,69,63,1.5,26
,2000,9,4,9.4,27.4,0.526773,77,3,0.3,22
,2000,9,5,30.5,18.2,0.525174,89,0,5.3,27
,2000,9,6,0,18.7,0.523571,71,62,1.8,40
,2000,9,7,0,20.7,0.521963,61,101,1.5,74
,2000,9,8,0,20.7,0.520352,65,104,1,77
,2000,9,9,0,20.5,0.518737,67,18,1.5,66
,2000,9,10,0,19.9,0.517118,68,51,1.3,56
,2000,9,11,0,20.9,0.515497,61,69,1.3,52
,2000,9,12,0,21.9,0.513873,64,97,1.5,49
,2000,9,13,0,22.1,0.512246,66,96,1.3,48
,2000,9,14,0,22,0.510618,71,93,1.3,44
,2000,9,15,0,23.1,0.508987,63,95,2.3,42
,2000,9,16,0,23.8,0.507355,64,86,1,38
,2000,9,17,0,24.5,0.505722,60,95,1.8,34
,2000,9,18,0,25.4,0.504088,61,74,1.8,33
,2000,9,19,0,24.1,0.502453,67,0,1.8,34
,2000,9,20,0.9,21.6,0.500818,80,46,2.3,31
,2000,9,21,25,18.4,0.499182,95,0,1.3,30
,2000,9,22,0,20.8,0.497547,85,54,1.5,34
,2000,9,23,0,23.7,0.495912,78,80,0.8,46
,2000,9,24,41.8,17,0.494278,90,0,5,41
,2000,9,25,0.1,18.8,0.492645,74,81,3.5,48
,2000,9,26,0,19.6,0.491013,64,44,2.3,90
,2000,9,27,3.9,16.5,0.489382,86,0,3.5,77
,2000,9,28,0,17.8,0.487754,77,85,2,78
,2000,9,29,0,19.6,0.486127,77,86,1.8,68
,2000,9,30,0,22,0.484503,74,16,1.3,55
,2000,10,1,4.8,19.7,0.482882,92,0,1.8,54
,2000,10,2,0,20.2,0.481263,81,79,1,53.2
,2000,10,3,0,20.9,0.479648,75,88,3,52.4
,2000,10,4,0,18.9,0.478037,87,0,2.5,51.6
,2000,10,5,0,19.8,0.476429,80,13,1.8,50.8
,2000,10,6,0,21,0.474826,72,72,3.5,50
,2000,10,7,0,22.5,0.473227,75,69,4,49.2
,2000,10,8,2.4,16.7,0.471633,72,35,3.5,48.4
,2000,10,9,14.2,14.4,0.470044,84,0,3.5,47.6
,2000,10,10,19.3,12.8,0.468461,99,0,3,46.8
,2000,10,11,23.4,13.1,0.466884,95,0,3,46
,2000,10,12,0,10.4,0.465313,66,0,2.3,46.2
,2000,10,13,0,9.9,0.463748,71,20,1.3,46.4
,2000,10,14,0,12.6,0.46219,74,39,2,46.6
,2000,10,15,0,13.3,0.46064,74,70,2,46.8
,2000,10,16,0,13.9,0.459097,75,0,2.3,47
,2000,10,17,0,15.7,0.457562,74,82,2.3,47.2
,2000,10,18,0,14,0.456036,86,22,2.8,47.4
,2000,10,19,0,15.2,0.454519,81,21,1.5,47.6
,2000,10,20,0,14,0.45301,80,28,2.3,47.8
,2000,10,21,10.25,14.1,0.451512,80,0,2,48
,2000,10,22,20.5,11.5,0.450023,92,0,3.3,47.454545
,2000,10,23,10.7,12.8,0.448545,92,0,1.3,46.909091
,2000,10,24,0.9,14.1,0.447077,86,0,1.5,46.363636
,2000,10,25,0.45,8.9,0.445621,49,0,2.3,45.818182
,2000,10,26,0,7.9,0.444177,72,62,0.8,45.272727
,2000,10,27,0.4,10.9,0.442745,78,11,0.8,44.727273
,2000,10,28,0,10.5,0.441326,82,0,1,44.181818
,2000,10,29,0,10.8,0.43992,76,76,3,43.636364
,2000,10,30,0,9.9,0.438527,67,82,3,43.090909
,2000,10,31,0,10,0.437149,69,84,1.3,42.545455
,2000,11,1,0,9.9,0.435785,61,86,2.8,42
,2000,11,2,0,11.4,0.434436,68,79,2.3,42.15
,2000,11,3,0,12.8,0.433103,72,71,3.3,42.3
,2000,11,4,0,14.5,0.431786,61,84,1.5,42.45
,2000,11,5,0,14,0.430485,67,79,2,42.6
,2000,11,6,0,13.7,0.429202,62,5,2.5,42.75
,2000,11,7,0.7,5.3,0.427937,59,0,3.8,42.9
,2000,11,8,11,-0.5,0.426689,81,0,2.5,43.05
,2000,11,9,2,0,0.425461,91,0,3.8,43.2
,2000,11,10,0,1.9,0.424251,68,28,2.8,43.35
,2000,11,11,0,3.4,0.423062,71,54,2.5,43.5
,2000,11,12,0,4.8,0.421893,60,85,2,43.15
,2000,11,13,0,5.6,0.420744,67,79,2.5,42.8
,2000,11,14,0,5.5,0.419618,74,0,2.3,42.45
,2000,11,15,2.05,4.8,0.418513,70,0,4.8,42.1
,2000,11,16,4.1,1.9,0.41743,86,15,2.5,41.75
,2000,11,17,0,3.1,0.416371,87,33,2.3,41.4
,2000,11,18,0,2.3,0.415336,95,0,0.8,41.05
,2000,11,19,0.1,4.9,0.414325,91,0,0,40.7
,2000,11,20,0,5.9,0.413338,45,86,2.8,40.35
,2000,11,21,0,3,0.412377,73,61,1.3,40
,2000,11,22,0,6.8,0.411441,68,69,4.8,40.2
,2000,11,23,0,4.7,0.410532,81,0,1.8,40.4
,2000,11,24,0,3.6,0.40965,82,0,2.8,40.6
,2000,11,25,0,4.6,0.408795,86,0,1.8,40.8
,2000,11,26,0,5.3,0.407968,74,0,2.5,41
,2000,11,27,0,6.5,0.407169,75,0,2.3,41.2
,2000,11,28,0,2.5,0.406399,94,0,4,41.4
,2000,11,29,0,5,0.405659,89,0,3.3,41.6
,2000,11,30,0,4.2,0.404948,74,0,2.3,41.8
,2000,12,1,0,3.9,0.404267,85,23,2.8,42
,2000,12,2,0,5,0.403618,82,0,2.8,41.8
,2000,12,3,0,3.6,0.402999,63,68,2.8,41.6
,2000,12,4,0,5.8,0.402412,66,53,2.3,41.4
,2000,12,5,0,5.2,0.401856,50,63,2.3,41.2
,2000,12,6,0,6.3,0.401333,71,26,3,41
,2000,12,7,0,3.5,0.400843,68,0,1.8,40.8
,2000,12,8,0,3.9,0.400385,81,0,2.8,40.6
,2000,12,9,0,2.9,0.399961,89,0,2.8,40.4
,2000,12,10,0,2,0.39957,39,77,2.8,40.2
,2000,12,11,0,-0.4,0.399213,53,0,1.8,40
,2000,12,12,0,1,0.39889,67,44,1.8,39.6
,2000,12,13,0,3.4,0.398602,57,72,2.8,39.2
,2000,12,14,0,2.6,0.398348,58,56,2.8,38.8
,2000,12,15,0,1.4,0.398129,78,48,3,38.4
,2000,12,16,0,1.5,0.397944,59,64,2,38
,2000,12,17,0,4.3,0.397795,65,32,3.3,37.6
,2000,12,18,0,2.1,0.39768,81,0,1.8,37.2
,2000,12,19,0,2.4,0.397601,53,0,2.5,36.8
,2000,12,20,0,5.5,0.397557,53,80,2.5,36.4
,2000,12,21,0,6.3,0.397548,47,80,2.3,36
,2000,12,22,0,6.3,0.397574,48,48,2.5,34.545455
,2000,12,23,0,4.5,0.397636,51,63,1.3,33.090909
,2000,12,24,0,3.3,0.397733,60,68,2.3,31.636364
,2000,12,25,0,0.4,0.397865,66,65,3,30.181818
,2000,12,26,0,-0.7,0.398032,62,0,1.8,28.727273
,2000,12,27,0,-0.7,0.398234,63,0,3.3,27.272727
,2000,12,28,0,-1,0.398471,69,71,2.3,25.818182
,2000,12,29,0,-0.3,0.398742,82,0,2,24.363636
,2000,12,30,0,-0.1,0.399048,91,0,1,22.909091
,2000,12,31,0,0.8,0.399048,77,24,3,21.454545
,2001,1,1,0,3.7,0.399388,65,0,3.3,20
,2001,1,2,0,0.4,0.399761,76,57,2,20.6
,2001,1,3,0,-1.8,0.400169,37,74,3.5,21.2
,2001,1,4,0,-3.5,0.40061,58,0,1,21.8
,2001,1,5,0,-2.2,0.401084,54,0,3,22.4
,2001,1,6,13.3,-2.9,0.401591,79,0,4.5,23
,2001,1,7,1.9,-1.2,0.40213,84,0,2.8,23.6
,2001,1,8,4,0.2,0.402701,93,0,2.3,24.2
,2001,1,9,2,-0.7,0.403304,85,28,3,24.8
,2001,1,10,0,-6.9,0.403939,88,0,2.8,25.4
,2001,1,11,0,-5.1,0.404604,78,0,3.3,26
,2001,1,12,0,-5,0.4053,74,22,2.3,26.285714
,2001,1,13,0,-5.7,0.406025,82,0,3.3,26.571429
,2001,1,14,0,-6.5,0.406781,72,67,1.8,26.857143
,2001,1,15,0,-6.5,0.407565,73,0,2.8,27.142857
,2001,1,16,0,-7.5,0.408378,90,0,1.3,27.428571
,2001,1,17,0,-4.6,0.409219,84,0,1.5,27.714286
,2001,1,18,0,-5,0.410088,91,0,2.8,28
,2001,1,19,0,-3.6,0.410983,88,0,3,28.285714
,2001,1,20,0,-2.4,0.411906,84,0,2,28.571429
,2001,1,21,1.033333,-2.3,0.412854,89,0,2,28.857143
,2001,1,22,2.066667,-2.9,0.413828,84,0,3.5,29.142857
,2001,1,23,3.1,-4,0.414827,83,0,3.8,29.428571
,2001,1,24,2.9,-3.7,0.415851,85,15,3,29.714286
,2001,1,25,1.75,-2.9,0.416898,70,0,2.8,30
,2001,1,26,0.6,-3.3,0.417969,80,78,3,30.285714
,2001,1,27,0,1.1,0.419062,57,35,2.3,30.571429
,2001,1,28,0,-0.5,0.420178,40,87,3.5,30.857143
,2001,1,29,0,0.3,0.421316,53,87,2.5,31.142857
,2001,1,30,0,0.5,0.422475,76,74,1.5,31.428571
,2001,1,31,0,3.7,0.423654,53,46,2.5,31.714286
,2001,2,1,0,1.3,0.424854,57,70,2.8,32
,2001,2,2,0,2.3,0.426073,72,83,3,32.3
,2001,2,3,0,0.1,0.427311,82,0,4.8,32.6
,2001,2,4,2.2,-2.1,0.428567,82,0,3.5,32.9
,2001,2,5,4.4,-2.7,0.429842,85,0,4,33.2
,2001,2,6,1.1,-5.7,0.431134,79,0,4.8,33.5
,2001,2,7,0,-5.4,0.432442,64,69,2.5,33.8
,2001,2,8,0,-2.4,0.433767,78,60,3.3,34.1
,2001,2,9,0,-0.8,0.435108,92,0,2.5,34.4
,2001,2,10,0,-0.7,0.436465,84,0,3.5,34.7
,2001,2,11,1.4,-2.9,0.437836,84,0,5.5,35
,2001,2,12,1.8,-2.8,0.439222,73,0,3,34.8
,2001,2,13,0.6,0.1,0.440621,82,60,2.5,34.6
,2001,2,14,0,4.1,0.442034,69,90,2.5,34.4
,2001,2,15,0,5.7,0.44346,51,72,2.3,34.2
,2001,2,16,0,3.1,0.444898,50,85,3.5,34
,2001,2,17,0,4.1,0.446348,65,31,4.5,33.8
,2001,2,18,0,6.3,0.44781,77,80,2.3,33.6
,2001,2,19,0,6.9,0.449283,85,0,2.5,33.4
,2001,2,20,0,6.2,0.450766,86,0,1.8,33.2
,2001,2,21,0,7.7,0.45226,87,60,2.5,33
,2001,2,22,0.3,7.4,0.453763,91,0,3,32.95
,2001,2,23,14.7,0.5,0.455276,77,0,6.8,32.9
,2001,2,24,0,1.6,0.456798,70,84,2.3,32.85
,2001,2,25,0,3.6,0.458329,62,86,4,32.8
,2001,2,26,1.3,3.3,0.459868,67,52,3.8,32.75
,2001,2,27,0.1,5.2,0.461414,85,66,1.3,32.7
,2001,2,28,0,7.9,0.462968,69,77,3.8,32.65
,2001,3,1,0,10.4,0.46453,45,92,2.5,32.6
,2001,3,2,0,11.4,0.466098,61,0,2.8,31.66
,2001,3,3,0,9.1,0.467672,16,90,5.8,30.72
,2001,3,4,0,8.5,0.469252,18,95,4,29.78
,2001,3,5,0,11.8,0.470838,40,78,3.5,28.84
,2001,3,6,0,9.1,0.47243,34,43,2.8,27.9
,2001,3,7,0,3.4,0.474026,33,92,3,26.96
,2001,3,8,0,4.1,0.475627,21,97,2.8,26.02
,2001,3,9,0,9.7,0.477233,36,95,1,25.08
,2001,3,10,0,6.3,0.478842,47,89,3.8,24.14
,2001,3,11,0,6.6,0.480455,58,85,1.8,23.2
,2001,3,12,0,10.5,0.482072,57,87,3,21.381
,2001,3,13,0,14.6,0.483692,50,77,5.3,19.562
,2001,3,14,0,12.6,0.485315,47,76,4,17.743
,2001,3,15,0,8.9,0.48694,42,60,4,15.924
,2001,3,16,0,7.6,0.488568,46,0,4,14.105
,2001,3,17,0,11.5,0.490197,57,88,2.3,12.286
,2001,3,18,0,14.4,0.491828,35,79,2.8,10.467
,2001,3,19,0,16.7,0.493461,30,84,2.8,8.648
,2001,3,20,0,19,0.495095,28,89,3,6.829
,2001,3,21,0,19,0.496729,34,93,3.5,5.01
,2001,3,22,0,13.7,0.498365,28,71,3.8,5.027273
,2001,3,23,0,14.6,0.5,41,80,4.5,5.044545
,2001,3,24,0,17.8,0.501635,51,77,3,5.061818
,2001,3,25,0,13.6,0.503271,39,96,4.5,5.079091
,2001,3,26,0,9.1,0.504905,54,64,4,5.096364
,2001,3,27,0.7,4.6,0.506539,58,47,3.8,5.113636
,2001,3,28,0,6.4,0.508172,44,79,2.8,5.130909
,2001,3,29,0,10.8,0.509803,41,108,3.3,5.148182
,2001,3,30,0,8.7,0.511432,37,100,4.3,5.165455
